name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
シャンボール上北沢 2799万円（1LDK）,中古マンション,中古マンション,2799,2799,2799,40.5,40.5,40.5,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1970年10月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４-19-12,京王線,上北沢,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71497847/,35.6703376,139.6219796,1970,10,1970/10/1 0:00,19165,52
シャンボール上北沢 2799万円（1LDK）,中古マンション,中古マンション,2799,2799,2799,40.5,40.5,40.5,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1970年10月,3,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区上北沢４,京王線,上北沢,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70694336/,35.6696409,139.6219398,1970,10,1970/10/1 0:00,19165,52
セブンスターマンション南烏山 2890万円（1LDK）,中古マンション,中古マンション,2890,2890,2890,40.09,40.09,40.09,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1983年7月,6,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山３-13-22,京王線,芦花公園,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70386452/,35.6728842,139.6052305,1983,7,1983/7/1 0:00,14509,40
ヴィサージュ池尻 2900万円（1DK）,中古マンション,中古マンション,2900,2900,2900,29.14,29.14,29.14,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1996年7月,5,RC7階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿１,東急田園都市線,池尻大橋,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71587302/,35.6489207,139.6751861,1996,7,1996/7/1 0:00,9760,27
秀和奥沢レジデンス 2970万円（1LDK）,中古マンション,中古マンション,2970,2970,2970,49.36,49.36,49.36,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1968年12月,6,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71471368/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
秀和奥沢レジデンス 2970万円（1LDK）,中古マンション,中古マンション,2970,2970,2970,49.35,49.35,49.35,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1968年12月,6,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71489001/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
ブランシール世田谷 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,40.32,40.32,40.32,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1981年3月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-3-11,東急世田谷線,松陰神社前,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70794010/,35.6435228,139.654675,1981,3,1981/3/1 0:00,15361,42
ブランシール世田谷 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,40.32,40.32,40.32,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年3月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-3-11,東急世田谷線,松陰神社前,,,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70794439/,35.6435228,139.654675,1981,3,1981/3/1 0:00,15361,42
スターハイツ世田谷公園 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,36.48,36.48,36.48,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1986年5月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区池尻１,東急田園都市線,三軒茶屋,,,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71398727/,35.6442836,139.6822041,1986,5,1986/5/1 0:00,13474,37
ブランシール世田谷 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,40.32,40.32,40.32,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年3月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-3-11,東急世田谷線,松陰神社前,,,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71006466/,35.6435228,139.654675,1981,3,1981/3/1 0:00,15361,42
ライオンズマンション経堂第5 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,51.12,51.12,51.12,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1980年6月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂２-31-20,小田急線,経堂,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98535359/,35.6552923,139.6310632,1980,6,1980/6/1 0:00,15634,43
マイキャッスル大蔵 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,38.16,38.16,38.16,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1983年5月,2,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71211754/,35.6363926,139.6126983,1983,5,1983/5/1 0:00,14570,40
若林ハイホーム 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,39,39,39,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1968年5月,11,RC13階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区若林３,東急世田谷線,松陰神社前,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71133213/,35.6442293,139.659239,1968,5,1968/5/1 0:00,20048,55
ライオンズマンション経堂第5 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,53.06,53.06,53.06,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1980年6月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂２-31-20,小田急線,経堂,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98535493/,35.6552923,139.6310632,1980,6,1980/6/1 0:00,15634,43
ブランシール世田谷 2980万円（1LDK）,中古マンション,中古マンション,2980,2980,2980,40.32,40.32,40.32,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年3月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,松陰神社前,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71476091/,35.6454224,139.6522237,1981,3,1981/3/1 0:00,15361,42
ハイコーポ経堂 2998万円（1LDK）,中古マンション,中古マンション,2998,2998,2998,43.66,43.66,43.66,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1969年9月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71568075/,35.6490736,139.6356453,1969,9,1969/9/1 0:00,19560,54
ハイコーポ経堂 2998万円（1LDK）,中古マンション,中古マンション,2998,2998,2998,43.66,43.66,43.66,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1969年9月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70542645/,35.6490736,139.6356453,1969,9,1969/9/1 0:00,19560,54
スカイコート明大前第2 2998万円（1LDK）,中古マンション,中古マンション,2998,2998,2998,30.74,30.74,30.74,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1988年12月,9,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１-54-8,京王線,明大前,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71638664/,35.6704746,139.6539575,1988,12,1988/12/1 0:00,12529,34
スカイコート明大前第２ 2998万円（1DK）,中古マンション,中古マンション,2998,2998,2998,30.74,30.74,30.74,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1988年12月,9,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１,京王井の頭線,明大前,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71731852/,35.667411,139.6541369,1988,12,1988/12/1 0:00,12529,34
スカイコート明大前第２ 2998万円（1LDK）,中古マンション,中古マンション,2998,2998,2998,30.74,30.74,30.74,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1988年12月,9,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１,京王井の頭線,明大前,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71692233/,35.667411,139.6541369,1988,12,1988/12/1 0:00,12529,34
スカイコート明大前第ニ 2998万円（1DK）,中古マンション,中古マンション,2998,2998,2998,30.74,30.74,30.74,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1988年12月,9,SRC11階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１-54-8,京王線,明大前,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71657976/,35.6704746,139.6539575,1988,12,1988/12/1 0:00,12529,34
サンライズ尾山台 3080万円（1LDK）,中古マンション,中古マンション,3080,3080,3080,48.6,48.6,48.6,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1984年3月,1,RC5階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区玉堤１,東急大井町線,尾山台,,,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71667402/,35.5975486,139.651586,1984,3,1984/3/1 0:00,14265,39
パラスト明大前 3099万円（1LDK）,中古マンション,中古マンション,3099,3099,3099,42.51,42.51,42.51,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1976年3月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１-45-7,京王井の頭線,明大前,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70244193/,35.6702706,139.6522038,1976,3,1976/3/1 0:00,17187,47
パラスト明大前 3099万円（1LDK）,中古マンション,中古マンション,3099,3099,3099,42.51,42.51,42.51,,,,1LDK,1K/DK/LDK,1LDK,1LDK,2023年1月,1976年3月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１,京王線,明大前,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70387111/,35.667411,139.6541369,1976,3,1976/3/1 0:00,17187,47
メナー代田 3100万円（1LDK）,中古マンション,中古マンション,3100,3100,3100,35.92,35.92,35.92,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1983年1月,3,SRC7階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,世田谷代田,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71205653/,35.6546742,139.6566879,1983,1,1983/1/1 0:00,14690,40
弦巻ハイツ 3150万円（1LDK）,中古マンション,中古マンション,3150,3150,3150,54.82,54.82,54.82,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1971年4月,11,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71717949/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
エクセレンス世田谷 3170万円（1DK）,中古マンション,中古マンション,3170,3170,3170,31.34,31.34,31.34,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1995年7月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71384925/,35.6454224,139.6522237,1995,7,1995/7/1 0:00,10126,28
エクセレンス世田谷 3170万円（1DK）,中古マンション,中古マンション,3170,3170,3170,31.34,31.34,31.34,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1995年7月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71510398/,35.6454224,139.6522237,1995,7,1995/7/1 0:00,10126,28
エクセレンス世田谷 3170万円（1DK）,中古マンション,中古マンション,3170,3170,3170,31.34,31.34,31.34,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1995年7月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,小田急線,豪徳寺,,,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71276447/,35.6454224,139.6522237,1995,7,1995/7/1 0:00,10126,28
エクセレンス世田谷 3170万円（1DK）,中古マンション,中古マンション,3170,3170,3170,31.34,31.34,31.34,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1995年7月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-27-5,東急世田谷線,世田谷,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71114231/,35.6474831,139.6520443,1995,7,1995/7/1 0:00,10126,28
エクセレンス世田谷 3170万円（1DK）,中古マンション,中古マンション,3170,3170,3170,31.34,31.34,31.34,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1995年7月,4,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71021304/,35.6454224,139.6522237,1995,7,1995/7/1 0:00,10126,28
ワコー若林 3180万円（1LDK）,中古マンション,中古マンション,3180,3180,3180,33.86,33.86,33.86,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年8月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区若林１,東急世田谷線,若林,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70886628/,35.6449383,139.6624281,1981,8,1981/8/1 0:00,15208,42
パラスト芦花公園 3180万円（1LDK）,中古マンション,中古マンション,3180,3180,3180,41.67,41.67,41.67,,,,1LDK,1K/DK/LDK,1LDK,1LDK,2023年3月予定,1977年7月,4,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区粕谷２,京王線,八幡山,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71370786/,35.664544,139.6114238,1977,7,1977/7/1 0:00,16700,46
パラスト芦花公園 3180万円（1LDK）,中古マンション,中古マンション,3180,3180,3180,41.67,41.67,41.67,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1977年7月,4,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区粕谷２-18-20,京王線,八幡山,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71506106/,35.6646028,139.6136145,1977,7,1977/7/1 0:00,16700,46
ワコー若林マンション 3180万円（1LDK）,中古マンション,中古マンション,3180,3180,3180,33.86,33.86,33.86,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年8月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区若林１,東急田園都市線,三軒茶屋,,,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70966462/,35.6449383,139.6624281,1981,8,1981/8/1 0:00,15208,42
秀和奥沢レジデンス 3180万円（1LDK）,中古マンション,中古マンション,3180,3180,3180,39.43,39.43,39.43,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1968年12月,5,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急目黒線,奥沢,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70553827/,35.600916,139.6771,1968,12,1968/12/1 0:00,19834,54
シャンボール弦巻 3190万円（1LDK）,中古マンション,中古マンション,3190,3190,3190,34.65,34.65,34.65,,,,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,1977年10月,4,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻２-9-5,東急田園都市線,駒沢大学,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70587933/,35.6360779,139.6538579,1977,10,1977/10/1 0:00,16608,45
グリーンサイド 3190万円（1LDK）,中古マンション,中古マンション,3190,3190,3190,38.02,38.02,38.02,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1965年12月,3,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿１,東急田園都市線,三軒茶屋,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71639563/,35.6489207,139.6751861,1965,12,1965/12/1 0:00,20930,57
ユニーブル世田谷明大前 3200万円（1K）,中古マンション,中古マンション,3200,3200,3200,26.21,26.21,26.21,,,,1K,1K/DK/LDK,1K,1K,相談,2009年10月,7,RC7階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区松原１-38-23,京王線,明大前,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71549973/,35.6696522,139.6510678,2009,10,2009/10/1 0:00,4920,13
菱和パレス駒沢大学 3280万円（1DK）,中古マンション,中古マンション,3280,3280,3280,33.39,33.39,33.39,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1997年5月,3,RC5階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区駒沢２,東急田園都市線,駒沢大学,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70302228/,35.6348555,139.6573257,1997,5,1997/5/1 0:00,9456,26
ライオンズマンション松原第２ 3280万円（1LDK）,中古マンション,中古マンション,3280,3280,3280,31.6,31.6,31.6,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1986年8月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３-23,京王線,明大前,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71557430/,35.6655577,139.6457472,1986,8,1986/8/1 0:00,13382,37
ライオンズマンション松原第２ 3280万円（1DK）,中古マンション,中古マンション,3280,3280,3280,31.64,31.64,31.64,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1986年8月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,下高井戸,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71706973/,35.6655983,139.6439339,1986,8,1986/8/1 0:00,13382,37
上馬第二コーポラス 3280万円（1LDK）,中古マンション,中古マンション,3280,3280,3280,42.91,42.91,42.91,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1968年7月,1,鉄骨6階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬４,東急田園都市線,駒沢大学,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70345606/,35.6363945,139.6611525,1968,7,1968/7/1 0:00,19987,55
桜新町スカイマンション 3280万円（1LDK）,中古マンション,中古マンション,3280,3280,3280,37.99,37.99,37.99,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1985年3月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻３,東急田園都市線,桜新町,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71060378/,35.6371212,139.6458469,1985,3,1985/3/1 0:00,13900,38
ライオンズマンション松原第2 3280万円（1LDK）,中古マンション,中古マンション,3280,3280,3280,31.64,31.64,31.64,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1986年4月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,下高井戸,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591951/,35.6655983,139.6439339,1986,4,1986/4/1 0:00,13504,37
ライオンズマンション松原第２ 3280万円（1LDK）,中古マンション,中古マンション,3280,3280,3280,31.64,31.64,31.64,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1986年8月,3,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,下高井戸,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70424630/,35.6655983,139.6439339,1986,8,1986/8/1 0:00,13382,37
シティインデックス用賀 3280万円（1DK）,中古マンション,中古マンション,3280,3280,3280,32,32,32,,,,1DK,1K/DK/LDK,1DK,1DK,相談,2010年2月,9,RC13階建,東京都,世田谷区（69.7％）,東京都世田谷区瀬田３,東急田園都市線,用賀,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71418098/,35.6210313,139.6343703,2010,2,2010/2/1 0:00,4797,13
秀和祐天寺レジデンス 3290万円（1DK）,中古マンション,中古マンション,3290,3290,3290,42.71,42.71,42.71,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1969年10月,1,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬５-34-26,東急東横線,祐天寺,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71233544/,35.6375118,139.6837793,1969,10,1969/10/1 0:00,19530,53
秀和祐天寺レジデンス 3290万円（1DK）,中古マンション,中古マンション,3290,3290,3290,42.47,42.47,42.47,,,,1DK,1K/DK/LDK,1DK,1DK,相談,1969年10月,1,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬５-34-26,東急東横線,祐天寺,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71706716/,35.6375118,139.6837793,1969,10,1969/10/1 0:00,19530,53
ユニティ上馬 3333万円（1LDK）,中古マンション,中古マンション,3333,3333,3333,39.82,39.82,39.82,,,,1LDK,1K/DK/LDK,1LDK,1LDK,相談,1981年10月,2,RC7階建一部SRC,東京都,世田谷区（69.7％）,東京都世田谷区上馬５,東急世田谷線,松陰神社前,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70958160/,35.6405918,139.6573257,1981,10,1981/10/1 0:00,15147,41
